System,ID,Callsite,Line,Level,Log,Structural,Information,Wording
HBase,1106,org.apache.hadoop.hbase.procedure2.store.wal.WALProcedureStore.tryCleanupLogsOnLoad,518,debug,"java.lang.String(name)""WALs cleanup on load is not enabled: "" + getActiveLogs()",o,o,o
HBase,1095,org.apache.hadoop.hbase.procedure2.store.wal.WALProcedureStore.WALProcedureStore,271,warn,java.lang.String(name)Failed create of {}-org.apache.hadoop.fs.Path(name)this.walArchiveDir,o,o,o
HBase,2883,org.apache.hadoop.hbase.quotas.MasterQuotaManager.switchRpcThrottle,374,info,java.lang.String(name){} switch rpc throttle from {} to {}-java.lang.String(name)masterServices.getClientIdAuditPrefix()-boolean(name)oldRpcThrottle-boolean(name)rpcThrottle,o,o,x
HBase,2895,org.apache.hadoop.hbase.quotas.policies.NoWritesCompactionsViolationPolicyEnforcement.disable,51,trace,java.lang.String(name)Compactions were already enabled upon disabling the policy,o,o,o
HBase,2894,org.apache.hadoop.hbase.quotas.policies.NoWritesCompactionsViolationPolicyEnforcement.enable,43,trace,java.lang.String(name)Compactions were already disabled upon enabling the policy,o,o,o
HBase,2832,org.apache.hadoop.hbase.quotas.RegionServerRpcQuotaManager.switchRpcThrottle,102,warn,java.lang.String(name)Skip switch rpc throttle because previous value {} is the same as current value {}-boolean(name)rpcThrottleEnabled-boolean(name)enable,o,o,x
HBase,2837,org.apache.hadoop.hbase.quotas.RegionServerSpaceQuotaManager.start,74,info,"java.lang.String(name)Quota support disabled, not starting space quota manager.",o,o,o
HBase,2844,org.apache.hadoop.hbase.quotas.SnapshotQuotaObserverChore.chore,118,warn,"java.lang.String(name)Failed to compute the size of snapshots, will retry-java.io.IOException(name)e",o,o,o
HBase,3410,org.apache.hadoop.hbase.regionserver.BusyRegionSplitPolicy.shouldSplit,116,debug,"java.lang.String(name)""Going to split region "" + region.getRegionInfo().getRegionNameAsString() + "" because it's too busy. Blocked Request rate: ""+ blockedReqRate",o,o,o
HBase,3445,org.apache.hadoop.hbase.regionserver.ChunkCreator.onHeapMemoryTune,453,info,java.lang.String(name){} max count for chunks increased from {} to {}-java.lang.String(name)this.label-int(name)this.maxCount-int(name)newMaxCount,o,o,o
HBase,3446,org.apache.hadoop.hbase.regionserver.ChunkCreator.onHeapMemoryTune,459,info,java.lang.String(name){} max count for chunks decreased from {} to {}-java.lang.String(name)this.label-int(name)this.maxCount-int(name)newMaxCount,o,o,o
HBase,3444,org.apache.hadoop.hbase.regionserver.ChunkCreator.onHeapMemoryTune,443,warn,java.lang.String(name){} not tuning the chunk pool as it is offheap-java.lang.String(name)label,o,o,o
HBase,3539,org.apache.hadoop.hbase.regionserver.compactions.Compactor.getFileDetails,201,debug,"java.lang.String(name)Compacting {}, keycount={}, bloomtype={}, size={}, encoding={}, compression={}, seqNum={}{}-java.lang.Object(name)(file.getPath() == null ? null : file.getPath().getName())-long(name)keyCount-java.lang.String(name)r.getBloomFilterType().toString()-java.lang.String(name)TraditionalBinaryPrefix.long2String(r.length(),"""",1)-org.apache.hadoop.hbase.io.encoding.DataBlockEncoding(name)r.getHFileReader().getDataBlockEncoding()-org.apache.hadoop.hbase.io.compress.Algorithm(name)compactionCompression-long(name)seqNum-java.lang.Object(name)(allFiles ? "", earliestPutTs="" + earliestPutTs : """")",x,o,o
HBase,3540,org.apache.hadoop.hbase.regionserver.compactions.Compactor.performCompaction,453,debug,"java.lang.String(name)Compaction progress: {} {}, rate={} KB/sec, throughputController is {}-java.lang.String(name)compactionName-org.apache.hadoop.hbase.regionserver.compactions.CompactionProgress(name)progress-java.lang.String(name)rate-org.apache.hadoop.hbase.regionserver.throttle.ThroughputController(name)throughputController",x,o,o
HBase,3504,org.apache.hadoop.hbase.regionserver.compactions.DateTieredCompactionPolicy.shouldPerformMajorCompaction,165,debug,"java.lang.String(name)""Major compaction triggered on store "" + this + ""; because there are more than one file in some windows""",o,o,o
HBase,3104,org.apache.hadoop.hbase.regionserver.CompactSplit.doCompaction,651,debug,java.lang.String(name)Status {}-org.apache.hadoop.hbase.regionserver.CompactSplit(name)CompactSplit.this,o,x,o
HBase,3089,org.apache.hadoop.hbase.regionserver.CompactSplit.requestSplit,232,info,"java.lang.String(name)""Could not execute split for "" + r-java.util.concurrent.RejectedExecutionException(name)ree",o,o,o
HBase,3095,org.apache.hadoop.hbase.regionserver.CompactSplit.selectCompaction,404,debug,java.lang.String(name)reason,x,x,x
HBase,3098,org.apache.hadoop.hbase.regionserver.CompactSplit.shouldSplitRegion,465,warn,"java.lang.String(name)""Total number of regions is approaching the upper limit "" + regionSplitLimit + "". ""+ ""Please consider taking a look at http://hbase.apache.org/book.html#ops.regionmgt""",o,o,o
HBase,4692,org.apache.hadoop.hbase.regionserver.CreateRandomStoreFile.main,316,error,java.lang.String(name)ex.toString()-java.io.IOException(name)ex,x,x,x
HBase,4683,org.apache.hadoop.hbase.regionserver.CreateRandomStoreFile.run,129,error,java.lang.String(name)ex.toString()-org.apache.hbase.thirdparty.org.apache.commons.cli.ParseException(name)ex,x,x,x
HBase,4699,org.apache.hadoop.hbase.regionserver.DataBlockEncodingTool.main,733,error,"java.lang.String(name)""The number of times to run each benchmark ("" + benchmarkNTimes + "") must be greater than the number of benchmark runs to exclude ""+ ""from statistics (""+ benchmarkNOmit+ "")""",o,o,o
HBase,4700,org.apache.hadoop.hbase.regionserver.DataBlockEncodingTool.main,739,info,"java.lang.String(name)""Running benchmark "" + benchmarkNTimes + "" times. ""+ ""Excluding the first ""+ benchmarkNOmit+ "" times from statistics.""",o,o,o
HBase,4694,org.apache.hadoop.hbase.regionserver.DataBlockEncodingTool.verifyCodecs,290,error,"java.lang.String(name)""There is bug in codec "" + it.toString() + ""\n on element ""+ j+ ""\n codecKv.getKeyLength() ""+ codecKv.getKeyLength()+ ""\n codecKv.getValueLength() ""+ codecKv.getValueLength()+ ""\n codecKv.getLength() ""+ codecKv.getLength()+ ""\n currentKv.getKeyLength() ""+ currentKv.getKeyLength()+ ""\n currentKv.getValueLength() ""+ currentKv.getValueLength()+ ""\n codecKv.getLength() ""+ currentKv.getLength()+ ""\n currentKV rowLength ""+ currentKv.getRowLength()+ "" familyName ""+ currentKv.getFamilyLength()+ "" qualifier ""+ currentKv.getQualifierLength()+ ""\n prefix ""+ prefix+ ""\n codecKv '""+ Bytes.toStringBinary(codecKv.getBuffer(),codecKv.getOffset(),prefix)+ ""' diff '""+ Bytes.toStringBinary(codecKv.getBuffer(),codecKv.getOffset() + prefix,codecKv.getLength() - prefix)+ ""'""+ ""\n currentKv '""+ Bytes.toStringBinary(currentKv.getBuffer(),currentKv.getOffset(),prefix)+ ""' diff '""+ Bytes.toStringBinary(currentKv.getBuffer(),currentKv.getOffset() + prefix,currentKv.getLength() - prefix)+ ""'""",x,x,x
HBase,4695,org.apache.hadoop.hbase.regionserver.DataBlockEncodingTool.verifyCodecs,320,info,java.lang.String(name)Verification was successful!,o,x,x
HBase,3270,org.apache.hadoop.hbase.regionserver.DefaultMemStore.main,204,info,"java.lang.String(name)""vmInputArguments="" + runtime.getInputArguments()",x,x,x
HBase,3379,org.apache.hadoop.hbase.regionserver.DelimitedKeyPrefixRegionSplitPolicy.getSplitPoint,72,warn,"java.lang.String(name)""Delimiter "" + Bytes.toString(delimiter) + "" not found for split key ""+ Bytes.toString(splitPoint)",o,o,o
HBase,3453,org.apache.hadoop.hbase.regionserver.FlushLargeStoresPolicy.setFlushSizeLowerBounds,73,warn,"java.lang.String(name)Number format exception parsing {} for table {}: {}, {}; using region.getMemStoreFlushHeapSize/# of families ({}) and region.getMemStoreFlushOffHeapSize/# of families ({}) instead.-java.lang.String(name)hbase.hregion.percolumnfamilyflush.size.lower.bound-org.apache.hadoop.hbase.TableName(name)region.getTableDescriptor().getTableName()-java.lang.String(name)flushedSizeLowerBoundString-java.lang.NumberFormatException(name)nfe-long(name)flushSizeLowerBound",o,o,o
HBase,3576,org.apache.hadoop.hbase.regionserver.handler.AssignRegionHandler.process,116,info,"java.lang.String(name)Receiving OPEN for the region:{}, which we are trying to close, try again after {}ms-java.lang.String(name)regionName-long(name)backoff",x,o,o
HBase,3584,org.apache.hadoop.hbase.regionserver.handler.UnassignRegionHandler.process,99,debug,"java.lang.String(name)Received CLOSE for a region {} which is not online, and we're not opening/closing.-java.lang.String(name)encodedName",o,o,o
HBase,3582,org.apache.hadoop.hbase.regionserver.handler.UnassignRegionHandler.process,88,warn,"java.lang.String(name)Received CLOSE for the region: {}, which we are already trying to OPEN. try again after {}ms-java.lang.String(name)encodedName-long(name)backoff",x,o,o
HBase,2938,org.apache.hadoop.hbase.regionserver.HRegion.compact,2227,info,"java.lang.String(name)Starting compaction of {} in {}{}-org.apache.hadoop.hbase.regionserver.HStore(name)store-org.apache.hadoop.hbase.regionserver.HRegion(name)this-java.lang.Object(name)(compaction.getRequest().isOffPeak() ? "" as an off-peak compaction"" : """")",x,o,o
HBase,2972,org.apache.hadoop.hbase.regionserver.HRegion.replayRecoveredEditsForPaths,4692,error,"java.lang.String(name)HConstants.HREGION_EDITS_REPLAY_SKIP_ERRORS + ""=true so continuing. Renamed "" + edits+ "" as ""+ p-java.io.IOException(name)e",x,x,o
HBase,3471,org.apache.hadoop.hbase.regionserver.HRegionFileSystem.createRegionOnFileSystem,991,warn,"java.lang.String(name)""Unable to create the region directory: "" + regionDir",o,o,o
HBase,3359,org.apache.hadoop.hbase.regionserver.HRegionServer.addToMovedRegions,3472,warn,"java.lang.String(name)""Not adding moved region record: "" + encodedName + "" to self.""",o,o,o
HBase,3352,org.apache.hadoop.hbase.regionserver.HRegionServer.closeRegion,3202,warn,"java.lang.String(name)""The opening for region "" + encodedName + "" was done before we could cancel it.""+ "" Doing a standard close now""",o,o,o
HBase,3335,org.apache.hadoop.hbase.regionserver.HRegionServer.createRegionServerStatusStub,2615,info,"java.lang.String(name)Master isn't available yet, retrying",o,o,o
HBase,3339,org.apache.hadoop.hbase.regionserver.HRegionServer.reportForDuty,2682,debug,java.lang.String(name)Master is not running yet,o,o,o
HBase,3365,org.apache.hadoop.hbase.regionserver.HRegionServer.run,3864,warn,"java.lang.String(name)Aborting region server timed out, terminating forcibly and does not wait for any running shutdown hooks or finalizers to finish their work. Thread dump to stdout.",o,o,o
HBase,3310,org.apache.hadoop.hbase.regionserver.HRegionServer.setupWALAndReplication,1856,debug,java.lang.String(name)logDir={}-org.apache.hadoop.fs.Path(name)logDir,x,x,x
HBase,3316,org.apache.hadoop.hbase.regionserver.HRegionServer.stop,2205,warn,java.lang.String(name)The region server did not stop-java.io.IOException(name)ioe,o,o,o
HBase,3172,org.apache.hadoop.hbase.regionserver.HStore.closeAndArchiveCompactedFiles,2556,trace,java.lang.String(name)No compacted files to archive,o,o,o
HBase,3168,org.apache.hadoop.hbase.regionserver.HStore.getCompactPriority,2181,warn,java.lang.String(name)Compaction priority is USER despite there being no user compaction,o,o,o
HBase,3129,org.apache.hadoop.hbase.regionserver.HStore.HStore,272,trace,java.lang.String(name)Time to purge deletes set to {}ms in store {}-long(name)timeToPurgeDeletes-org.apache.hadoop.hbase.regionserver.HStore(name)this,x,o,o
HBase,3176,org.apache.hadoop.hbase.regionserver.HStore.removeCompactedfiles,2601,error,java.lang.String(name)Exception while trying to close the compacted store file {}-org.apache.hadoop.fs.Path(name)file.getPath()-java.lang.Exception(name)e,o,o,o
HBase,3237,org.apache.hadoop.hbase.regionserver.HStoreFile.open,464,error,java.lang.String(name)Error reading timestamp range data from meta -- proceeding without-java.lang.IllegalArgumentException(name)e,o,x,o
HBase,3261,org.apache.hadoop.hbase.regionserver.MemStoreFlusher.logMsg,775,info,"java.lang.String(name)Blocking updates: {} {} is >= blocking {}-java.lang.String(name)type-java.lang.String(name)TraditionalBinaryPrefix.long2String(val,"""",1)-java.lang.String(name)TraditionalBinaryPrefix.long2String(max,"""",1)",x,x,o
HBase,3252,org.apache.hadoop.hbase.regionserver.MemStoreFlusher.run,382,info,"java.lang.String(name)getName() + "" exiting""",o,o,x
HBase,3202,org.apache.hadoop.hbase.regionserver.RSRpcServices.flushRegion,1706,info,"java.lang.String(name)""Flushing "" + region.getRegionInfo().getRegionNameAsString()",o,x,o
HBase,3194,org.apache.hadoop.hbase.regionserver.RSRpcServices.logBatchWarning,1192,warn,"java.lang.String(name)""Large batch operation detected (greater than "" + rowSizeWarnThreshold + "") (HBASE-18023).""+ "" Requested Number of Rows: ""+ sum+ "" Client: ""+ RpcServer.getRequestUserName().orElse(null)+ ""/""+ RpcServer.getRemoteAddress().orElse(null)+ "" first region in multi=""+ firstRegionName",o,o,o
HBase,3224,org.apache.hadoop.hbase.regionserver.RSRpcServices.scan,3318,debug,"java.lang.String(name)""Server shutting down and client tried to access missing scanner "" + scannerName",o,o,o
HBase,3218,org.apache.hadoop.hbase.regionserver.RSRpcServices.skipCellsForMutation,2786,error,java.lang.String(name)Error while skipping Cells in CellScanner for invalid Region Mutations-java.io.IOException(name)e,o,o,o
HBase,3440,org.apache.hadoop.hbase.regionserver.SecureBulkLoadManager.failedBulkLoad,436,warn,"java.lang.String(name)""Can't find previous permission for path="" + srcPath",o,o,o
HBase,3419,org.apache.hadoop.hbase.regionserver.ShutdownHook.suppressHdfsShutdownHook,219,error,org.slf4j.Marker(name)HBaseMarkers.FATAL-java.lang.String(name)Couldn't access field 'clientFinalizer' in FileSystem!-java.lang.IllegalAccessException(name)iae,o,o,o
HBase,3118,org.apache.hadoop.hbase.regionserver.SplitWALCallable.call,89,warn,java.lang.String(name)failed to split WAL {}.-java.lang.String(name)walPath-java.io.IOException(name)e,o,o,x
HBase,3085,org.apache.hadoop.hbase.regionserver.StoreScanner.trySwitchToStreamRead,1042,debug,java.lang.String(name)Switch to stream read (scanned={} bytes) of {}-long(name)bytesRead-java.lang.String(name)this.store.getColumnFamilyName(),o,o,o
HBase,3054,org.apache.hadoop.hbase.regionserver.StripeStoreFileManager.debugDumpState,540,debug,java.lang.String(name)sb.toString(),x,x,x
HBase,3058,org.apache.hadoop.hbase.regionserver.StripeStoreFileManager.findExpiredFiles,1038,info,"java.lang.String(name)""Found an expired store file: "" + sf.getPath() + "" whose maxTimestamp is ""+ fileTs+ "", which is below ""+ maxTs",o,o,o
HBase,3049,org.apache.hadoop.hbase.regionserver.StripeStoreFileManager.loadUnclassifiedStoreFiles,395,debug,"java.lang.String(name)""Attempting to load "" + storeFiles.size() + "" store files.""",o,o,o
HBase,3050,org.apache.hadoop.hbase.regionserver.StripeStoreFileManager.loadUnclassifiedStoreFiles,408,error,"java.lang.String(name)""Unexpected metadata - start row ["" + Bytes.toString(startRow) + ""], end row [""+ Bytes.toString(endRow)+ ""] in file [""+ sf.getPath()+ ""], pushing to L0""",o,o,o
HBase,3051,org.apache.hadoop.hbase.regionserver.StripeStoreFileManager.loadUnclassifiedStoreFiles,439,warn,"java.lang.String(name)""Store file doesn't fit into the tentative stripes - expected to start at ["" + Bytes.toString(expectedStartRow) + ""], but starts at [""+ Bytes.toString(startRow)+ ""], to L0 it goes""",o,o,o
HBase,3056,org.apache.hadoop.hbase.regionserver.StripeStoreFileManager.processNewCandidateStripes,933,warn,"java.lang.String(name)""Stripes were created by a flush, but results of size "" + newSize + "" cannot be added because the stripes have changed""",o,o,o
HBase,3055,org.apache.hadoop.hbase.regionserver.StripeStoreFileManager.processResults,840,warn,"java.lang.String(name)""The newly compacted file doesn't have stripes set: "" + sf.getPath()",o,o,o
HBase,3669,org.apache.hadoop.hbase.regionserver.wal.FSHLog.doShutdown,416,warn,"java.lang.String(name)""Timed out bringing down disruptor after "" + timeoutms + ""ms; forcing halt ""+ ""(It is a problem if this is NOT an ABORT! -- DATALOSS!!!!)""",o,o,x
HBase,3679,org.apache.hadoop.hbase.regionserver.wal.FSHLog.onEvent,1031,error,"java.lang.String(name)""UNEXPECTED!!! syncFutures.length="" + this.syncFutures.length-java.lang.Throwable(name)t",x,x,x
HBase,3672,org.apache.hadoop.hbase.regionserver.wal.FSHLog.run,590,warn,java.lang.String(name)UNEXPECTED-java.lang.Exception(name)e,x,x,x
HBase,3631,org.apache.hadoop.hbase.regionserver.wal.SequenceIdAccounting.abortCacheFlush,368,error,java.lang.String(name)errorStr,x,x,x
HBase,3721,org.apache.hadoop.hbase.replication.master.ReplicationPeerConfigUpgrader.copyTableCFs,128,warn,"java.lang.String(name)""NOTICE!! Update peerId failed, peerId="" + peerId-org.apache.zookeeper.KeeperException(name)e",o,o,x
HBase,3722,org.apache.hadoop.hbase.replication.master.ReplicationPeerConfigUpgrader.copyTableCFs,131,warn,"java.lang.String(name)""NOTICE!! Update peerId failed, peerId="" + peerId-java.lang.InterruptedException(name)e",o,o,x
HBase,3723,org.apache.hadoop.hbase.replication.master.ReplicationPeerConfigUpgrader.copyTableCFs,134,warn,"java.lang.String(name)""NOTICE!! Update peerId failed, peerId="" + peerId-java.io.IOException(name)e",o,o,x
HBase,3724,org.apache.hadoop.hbase.replication.regionserver.HBaseInterClusterReplicationEndpoint.sleepForRetries,202,trace,"java.lang.String(name){} {}, sleeping {} times {}-java.lang.String(name)logPeerId()-java.lang.String(name)msg-long(name)sleepForRetries-int(name)sleepMultiplier",x,o,o
HBase,3804,org.apache.hadoop.hbase.replication.regionserver.HFileReplicator.doBulkLoad,177,warn,"java.lang.String(name)""Error occurred while replicating HFiles, retry attempt "" + count + "" with ""+ queue.size()+ "" files still remaining to replicate.""",o,o,o
HBase,3750,org.apache.hadoop.hbase.replication.regionserver.ReplicationSource.sleepForRetries,443,trace,"java.lang.String(name){} {}, sleeping {} times {}-java.lang.String(name)logPeerId()-java.lang.String(name)msg-long(name)sleepForRetries-int(name)sleepMultiplier",x,o,o
HBase,3748,org.apache.hadoop.hbase.replication.regionserver.ReplicationSource.tryThrottle,409,trace,java.lang.String(name){} To sleep {}ms for throttling control-java.lang.String(name)logPeerId()-long(name)sleepTicks,x,o,o
HBase,3827,org.apache.hadoop.hbase.replication.regionserver.ReplicationSourceManager.run,681,warn,java.lang.String(name)Interrupted while waiting before transferring a queue.,o,o,o
HBase,3799,org.apache.hadoop.hbase.replication.regionserver.ReplicationSourceWALReader.countDistinctRowKeysAndHFiles,353,error,java.lang.String(name)Failed to deserialize bulk load entry from wal edit. Then its hfiles count will not be added into metric.,o,o,o
HBase,3764,org.apache.hadoop.hbase.replication.regionserver.WALEntryStream.checkAllBytesParsed,231,warn,"java.lang.String(name)Processing end of WAL file '{}'. At position {}, which is too far away from reported file length {}. Restarting WAL reading (see HBASE-15983 for details). {}-org.apache.hadoop.fs.Path(name)currentPath-long(name)currentPositionOfReader-long(name)stat.getLen()-java.lang.String(name)getCurrentPathStat()",o,o,o
HBase,451,org.apache.hadoop.hbase.ResourceChecker.check,132,warn,"java.lang.String(name)ra.getName() + ""="" + cur+ "" is inferior to ""+ ra.getMin()",o,x,x
HBase,452,org.apache.hadoop.hbase.ResourceChecker.check,135,warn,"java.lang.String(name)ra.getName() + ""="" + cur+ "" is superior to ""+ ra.getMax()",o,x,x
HBase,1253,org.apache.hadoop.hbase.rest.client.Client.initialize,89,debug,"java.lang.String(name)""classpath "" + clspath",x,x,x
HBase,1186,org.apache.hadoop.hbase.rest.ScannerResource.update,115,error,"java.lang.String(name)""Exception occurred while processing "" + uriInfo.getAbsolutePath() + "" : ""-java.lang.Exception(name)e",o,o,o
HBase,1176,org.apache.hadoop.hbase.rest.TableResource.getScanResource,147,trace,"java.lang.String(name)""Query parameters : Table Name = > "" + this.table + "" Start Row => ""+ startRow+ "" End Row => ""+ endRow+ "" Columns => ""+ column+ "" Start Time => ""+ startTime+ "" End Time => ""+ endTime+ "" Cache Blocks => ""+ cacheBlocks+ "" Max Versions => ""+ maxVersions+ "" Batch Size => ""+ batchSize",x,x,o
HBase,1304,org.apache.hadoop.hbase.rsgroup.RSGroupAdminServer.balanceRSGroup,441,info,"java.lang.String(name)Creating partial plan for table {} : {}-org.apache.hadoop.hbase.TableName(name)tableMap.getKey()-java.util.Map<ServerName,List<RegionInfo>>(name)tableMap.getValue()",o,o,o
HBase,1294,org.apache.hadoop.hbase.rsgroup.RSGroupAdminServer.moveServerRegionsFromGroup,228,info,java.lang.String(name)Server {} has no more regions to move for RSGroup-java.lang.String(name)rs.getHostname(),o,o,o
HBase,1321,org.apache.hadoop.hbase.rsgroup.RSGroupBasedLoadBalancer.correctAssignments,388,debug,"java.lang.String(name)""Group not found for table "" + region.getTable() + "", using default""",o,o,o
HBase,1325,org.apache.hadoop.hbase.rsgroup.RSGroupInfoManagerImpl.moveServers,213,debug,"java.lang.String(name)""Dropping "" + el + "" during move-to-default rsgroup because not online""",o,x,o
HBase,1326,org.apache.hadoop.hbase.rsgroup.RSGroupInfoManagerImpl.removeServers,331,warn,"java.lang.String(name)""Server "" + el + "" does not belong to any rsgroup.""",o,o,o
HBase,3891,org.apache.hadoop.hbase.security.access.AuthManager.release,568,error,org.slf4j.Marker(name)HBaseMarkers.FATAL-java.lang.String(name)msg,x,x,x
HBase,3957,org.apache.hadoop.hbase.security.token.ZKSecretWatcher.refreshNodes,156,error,"org.slf4j.Marker(name)HBaseMarkers.FATAL-java.lang.String(name)""Failed reading new secret key for id '"" + keyId + ""' from zk""-java.io.IOException(name)ioe",o,o,x
HBase,3969,org.apache.hadoop.hbase.security.visibility.DefaultVisibilityLabelServiceImpl.getVisibilityExpEvaluator,510,error,java.lang.String(name)t.toString()-java.lang.Throwable(name)t,x,x,x
HBase,4702,org.apache.hadoop.hbase.security.visibility.ExpAsStringVisibilityLabelServiceImpl.getVisibilityExpEvaluator,286,error,java.lang.String(name)t.toString()-java.lang.Throwable(name)t,x,x,x
HBase,3988,org.apache.hadoop.hbase.security.visibility.VisibilityController.addLabels,794,error,java.lang.String(name)User is not having required permissions to add labels-org.apache.hadoop.hbase.security.AccessDeniedException(name)e,o,o,o
HBase,3989,org.apache.hadoop.hbase.security.visibility.VisibilityController.addLabels,797,error,java.lang.String(name)e.toString()-java.io.IOException(name)e,x,x,x
HBase,3995,org.apache.hadoop.hbase.security.visibility.VisibilityController.clearAuths,973,error,java.lang.String(name)User is not having required permissions to clear authorization-org.apache.hadoop.hbase.security.AccessDeniedException(name)e,o,o,o
HBase,3990,org.apache.hadoop.hbase.security.visibility.VisibilityController.setAuths,849,error,java.lang.String(name)User is not having required permissions to set authorization-org.apache.hadoop.hbase.security.AccessDeniedException(name)e,o,o,o
HBase,3980,org.apache.hadoop.hbase.security.visibility.VisibilityReplicationEndpoint.replicate,94,error,"java.lang.String(name)""Exception while reading the visibility labels from the cell. The replication "" + ""would happen as per the existing format and not as "" + ""string type for the cell "" + cell + "".""-java.lang.Exception(name)ioe",o,o,o
HBase,3981,org.apache.hadoop.hbase.security.visibility.ZKVisibilityLabelWatcher.refreshVisibilityLabelsCache,80,error,java.lang.String(name)Failed parsing data from labels table from zk-java.io.IOException(name)ioe,o,o,x
HBase,923,org.apache.hadoop.hbase.snapshot.ExportSnapshot.copyData,447,info,"java.lang.String(name)""copy completed for input="" + inputPath + "" output=""+ outputPath",o,o,x
HBase,920,org.apache.hadoop.hbase.snapshot.ExportSnapshot.preserveAttributes,376,warn,"java.lang.String(name)""Unable to set the permission for file="" + stat.getPath() + "": ""+ e.getMessage()",o,o,o
HBase,921,org.apache.hadoop.hbase.snapshot.ExportSnapshot.preserveAttributes,389,warn,"java.lang.String(name)""Unable to set the owner/group for file="" + stat.getPath() + "": ""+ e.getMessage()",o,o,o
HBase,919,org.apache.hadoop.hbase.snapshot.ExportSnapshot.preserveAttributes,365,warn,"java.lang.String(name)""Unable to get the status for file="" + path",o,o,o
HBase,4018,org.apache.hadoop.hbase.snapshot.SnapshotDescriptionUtils.completeSnapshot,396,debug,"java.lang.String(name)""Snapshot is done, just moving the snapshot from "" + workingDir + "" to ""+ finishedDir",o,o,o
HBase,4016,org.apache.hadoop.hbase.snapshot.SnapshotDescriptionUtils.validate,313,debug,"java.lang.String(name)""Creation time not specified, setting to:"" + time + "" (current time:""+ EnvironmentEdgeManager.currentTime()+ "").""",o,o,o
HBase,4851,org.apache.hadoop.hbase.thrift.TBoundedThreadPoolServer.run,299,error,java.lang.String(name)Error occurred during processing of message.-java.lang.Exception(name)x,o,o,o
HBase,4818,org.apache.hadoop.hbase.thrift.ThriftHBaseServiceHandler.atomicIncrement,826,warn,java.lang.String(name)e.getMessage()-java.io.IOException(name)e,x,x,x
HBase,4837,org.apache.hadoop.hbase.thrift.ThriftHBaseServiceHandler.checkAndPut,1266,warn,java.lang.String(name)e.getMessage()-java.lang.IllegalArgumentException(name)e,x,x,x
HBase,4817,org.apache.hadoop.hbase.thrift.ThriftHBaseServiceHandler.mutateRowsTs,799,warn,java.lang.String(name)e.getMessage()-java.lang.IllegalArgumentException(name)e,x,x,x
HBase,4822,org.apache.hadoop.hbase.thrift.ThriftHBaseServiceHandler.scannerGetList,852,warn,java.lang.String(name)message,x,x,x
HBase,4862,org.apache.hadoop.hbase.thrift.ThriftServer.getProtocolFactory,605,debug,java.lang.String(name)Using compact protocol,o,o,o
HBase,4863,org.apache.hadoop.hbase.thrift.ThriftServer.getProtocolFactory,608,debug,java.lang.String(name)Using binary protocol,o,o,o
HBase,4859,org.apache.hadoop.hbase.thrift.ThriftServer.getTHsHaServer,548,info,"java.lang.String(name)""starting HBase HsHA Thrift server on "" + inetSocketAddress.toString()",o,o,x
HBase,4858,org.apache.hadoop.hbase.thrift.ThriftServer.getTNonBlockingServer,537,info,"java.lang.String(name)""starting HBase Nonblocking Thrift server on "" + inetSocketAddress.toString()",o,o,x
HBase,4860,org.apache.hadoop.hbase.thrift.ThriftServer.getTThreadedSelectorServer,565,info,"java.lang.String(name)""starting HBase ThreadedSelector Thrift server on "" + inetSocketAddress.toString()",o,o,x
HBase,4861,org.apache.hadoop.hbase.thrift.ThriftServer.getTThreadPoolServer,584,info,"java.lang.String(name)""starting HBase ThreadPool Thrift server on "" + inetSocketAddress.toString()",o,o,x
HBase,4853,org.apache.hadoop.hbase.thrift.ThriftServer.setupHTTPServer,420,info,java.lang.String(name)Starting Thrift HTTP Server on {}-java.lang.String(name)Integer.toString(listenPort),o,o,o
HBase,4857,org.apache.hadoop.hbase.thrift.ThriftServer.setupServer,516,info,java.lang.String(name)starting HBase {} server on {}-java.lang.String(name)implType.simpleClassName()-java.lang.String(name)Integer.toString(listenPort),o,o,x
HBase,5140,org.apache.hadoop.hbase.thrift2.ThriftHBaseServiceHandler.closeScanner,463,warn,java.lang.String(name)message,x,x,x
HBase,4107,org.apache.hadoop.hbase.tool.Canary.call,513,debug,java.lang.String(name)Reading from {} {} {} {}-java.lang.String(name)serverName-org.apache.hadoop.hbase.TableName(name)region.getTable()-java.lang.String(name)region.getRegionNameAsString()-java.lang.String(name)Bytes.toStringBinary(startKey),x,o,o
HBase,4147,org.apache.hadoop.hbase.tool.Canary.doFilterRegionServerByName,1610,info,"java.lang.String(name)No RegionServerInfo found, regionServerPattern {}-java.lang.String(name)rsName",o,o,o
HBase,4148,org.apache.hadoop.hbase.tool.Canary.doFilterRegionServerByName,1616,info,"java.lang.String(name)No RegionServerInfo found, regionServerName {}-java.lang.String(name)rsName",o,o,o
HBase,4095,org.apache.hadoop.hbase.tool.Canary.publishReadFailure,231,error,java.lang.String(name)Read from {} on {} {} failed-java.lang.String(name)region.getRegionNameAsString()-org.apache.hadoop.hbase.ServerName(name)serverName-java.lang.String(name)column.getNameAsString()-java.lang.Exception(name)e,x,o,o
HBase,4090,org.apache.hadoop.hbase.tool.Canary.publishReadFailure,194,error,java.lang.String(name)Read from {} on {}-java.lang.String(name)table-java.lang.String(name)server,o,o,o
